('marker-1-1', 'marker-1-1')
('marker-1-4', 'marker-2-4')
[(2,), (5,), (7,), (9,), (11,), (13,), (15,), (17,), (19,), (21,), (23,), (25,), (27,), (29,), (31,), (33,), (35,), (37,), (39,), (41,), (43,), (45,), (47,), (49,), (51,), (53,), (55,), (57,), (59,), (61,), (63,), (65,), (67,), (69,), (71,), (73,), (75,), (77,), (79,), (81,), (83,), (85,), (87,), (89,), (91,), (93,), (95,), (97,), (99,), (101,), (103,), (105,), (107,), (109,), (111,), (113,), (115,), (117,), (119,), (121,), (123,), (125,), (127,), (129,), (131,), (133,), (135,), (137,), (139,), (141,), (143,), (145,), (147,), (149,), (151,), (153,), (155,), (157,), (159,), (161,), (163,), (165,), (167,), (169,), (171,), (173,), (175,), (177,), (179,), (181,), (183,), (185,), (187,), (189,), (191,), (193,), (195,), (197,), (199,), (201,), (203,)]
(5,)
[(3,), (6,), (8,), (10,), (12,), (14,), (16,), (18,), (20,), (22,), (24,), (26,), (28,), (30,), (32,), (34,), (36,), (38,), (40,), (42,), (44,), (46,), (48,), (50,), (52,), (54,), (56,), (58,), (60,), (62,), (64,), (66,), (68,), (70,), (72,), (74,), (76,), (78,), (80,), (82,), (84,), (86,), (88,), (90,), (92,), (94,), (96,), (98,), (100,), (102,), (104,), (106,), (108,), (110,), (112,), (114,), (116,), (118,), (120,), (122,), (124,), (126,), (128,), (130,), (132,), (134,), (136,), (138,), (140,), (142,), (144,), (146,), (148,), (150,), (152,), (154,), (156,), (158,), (160,), (162,), (164,), (166,), (168,), (170,), (172,), (174,), (176,), (178,), (180,), (182,), (184,), (186,), (188,), (190,), (192,), (194,), (196,), (198,), (200,), (202,), (204,)]
(6,)
                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    mpki                             |        inf |        inf |        inf |       0.04 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |      62746 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |        304 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |      0.48% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        inf |        inf |        inf |       2.12 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |        310 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |        269 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |     86.77% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        inf |        inf |        inf |       1.88 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |        269 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |        131 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |     48.70% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |        inf |        inf |        inf |       0.92 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |         35 |          0 |          0 |          0 |         37 |          0 |          0 |          0 |         32 |          0 |          0 |          0 |         27 |          0 |          0 |          0
  average dram access latency (ns)   |     138.77 |        inf |        inf |        inf |     138.77 |        inf |        inf |        inf |     138.77 |        inf |        inf |        inf |     138.77 |        inf |        inf |        inf
  average dram queueing delay        |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
